value_id,task_id,field_id,value
197b9c37-b113-4276-bb1a-9ea8188e651b,593a1656-6279-44c5-81f8-b7016ca7d7f9,26ccbfde-634b-4d6f-9cd1-e70f662a4dc6,2
6f6904d7-6862-4df7-8af6-31c77e58bb84,eddf5b99-cfac-47ac-888a-b260bc3134b9,c2fb6c5a-4fc2-4c60-b7c6-cecfbe933408,High
bd015c4a-b47f-4327-a39f-e91272a9443d,eddf5b99-cfac-47ac-888a-b260bc3134b9,26ccbfde-634b-4d6f-9cd1-e70f662a4dc6,5
9c5e7b95-4354-4671-a03c-6917708e0738,deca3236-31ae-41bf-8d1f-70ee8626b0cd,c2fb6c5a-4fc2-4c60-b7c6-cecfbe933408,Low
bb431a5f-1ae4-454c-90ac-89e40cd057be,deca3236-31ae-41bf-8d1f-70ee8626b0cd,26ccbfde-634b-4d6f-9cd1-e70f662a4dc6,1
da26bbe1-522a-4154-a666-53008887e325,ba701d5d-ead0-464a-b67d-3cae73d8c9b9,1bf91eb8-ff29-4fa5-9d48-818343977711,High
0d3ad407-ac2a-4023-97dc-8c7f75ab96a8,ba701d5d-ead0-464a-b67d-3cae73d8c9b9,afe9f798-5191-41f2-be6a-a08349a45e7f,3
58183fef-7067-48a3-9fb6-40ca09264f22,8ab0009f-6134-4517-b4d5-4f28f033fa9a,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
26dc18fd-79fd-499a-9627-a822cefada5d,8ab0009f-6134-4517-b4d5-4f28f033fa9a,afe9f798-5191-41f2-be6a-a08349a45e7f,3
3778ffcf-80d8-461d-9c58-cb6efee0d77c,15c1d56e-02d8-4180-95c3-23795f03edf1,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
b3c19a1b-e5e5-4094-a8f8-c58a83aab7ec,15c1d56e-02d8-4180-95c3-23795f03edf1,afe9f798-5191-41f2-be6a-a08349a45e7f,8
9f16d553-639b-4a7d-9a0c-cc86756ff06e,89bb389d-a32b-4a1b-9145-fedb0e4421ef,1bf91eb8-ff29-4fa5-9d48-818343977711,High
c137fb06-c2e5-47a0-bbfc-78dfb215aaa2,89bb389d-a32b-4a1b-9145-fedb0e4421ef,afe9f798-5191-41f2-be6a-a08349a45e7f,1
09d72e59-2c7c-4462-99ad-4f7f636040d9,13b9e7ca-428b-4b45-84c1-7c52f3472a0d,1bf91eb8-ff29-4fa5-9d48-818343977711,High
cfd0943a-35aa-4cf4-a32b-db16f272646b,2fc36a7d-1605-4295-95c8-57c63723b964,afe9f798-5191-41f2-be6a-a08349a45e7f,3
03fdc641-41c2-4687-907d-14ea789ef701,412c5fb6-b9d5-4f69-b536-d7fce0e03acd,afe9f798-5191-41f2-be6a-a08349a45e7f,2
49d236ba-c148-4894-8483-26dde662af60,f8526d50-77fe-425c-be76-1a8a9de09018,1bf91eb8-ff29-4fa5-9d48-818343977711,High
09dd98ca-4a82-4b46-8acb-55b5d3093af9,f8526d50-77fe-425c-be76-1a8a9de09018,afe9f798-5191-41f2-be6a-a08349a45e7f,5
13c64cf5-87d7-44ac-abe9-35d0eff6377e,97d34ecf-9127-44a0-b2cc-e32b2eeda982,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
83ca3fd8-ff13-4afa-b39a-bcb37ba1ddd6,97d34ecf-9127-44a0-b2cc-e32b2eeda982,afe9f798-5191-41f2-be6a-a08349a45e7f,3
a5d52211-bcae-4b63-ad1f-c49996c6bae7,5e834812-307a-4ff4-8bd2-06adc8201c43,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
1668b291-64ea-446e-9845-2b22db2fa01e,22cbddfe-0afb-4fba-bb22-34a21a5520a3,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
37327a46-acce-4131-9a3d-578cbdbc4c19,22cbddfe-0afb-4fba-bb22-34a21a5520a3,afe9f798-5191-41f2-be6a-a08349a45e7f,1
37ce2f3c-7e26-4ec9-baef-303f062aaed5,3fb24734-71cb-4c29-8a13-194ce77d7d55,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
8fd90d7b-d2e5-4a65-baeb-123e588ba1fd,3fb24734-71cb-4c29-8a13-194ce77d7d55,afe9f798-5191-41f2-be6a-a08349a45e7f,2
338efe63-c13c-4333-84f4-a59c5326a7ed,40a18f25-479c-4e0b-a0e5-008ee3b7c6a6,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
df7cc609-23ef-49d0-87cf-65e37342535e,40a18f25-479c-4e0b-a0e5-008ee3b7c6a6,afe9f798-5191-41f2-be6a-a08349a45e7f,3
d55f319b-d780-4ad8-b254-ac02a5c8c375,76e3fe12-2ad0-4f05-8d77-7a9dffd5b89c,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
b69e82db-b1d9-402d-83e1-aef2efc5b92a,76e3fe12-2ad0-4f05-8d77-7a9dffd5b89c,afe9f798-5191-41f2-be6a-a08349a45e7f,3
a9dfb706-23dc-4b94-97e0-aa4554dd50eb,fddfea74-f6ce-4a00-9873-bcf5446a9f94,1bf91eb8-ff29-4fa5-9d48-818343977711,High
07379f51-0545-4d4a-bdb8-37952859e832,3c00905a-5ebc-490f-91a1-ed5dcbb64bb1,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
7450c1a2-43b7-4b8f-b41b-f79e48f3e513,3c00905a-5ebc-490f-91a1-ed5dcbb64bb1,afe9f798-5191-41f2-be6a-a08349a45e7f,1
7231e02d-8b9d-4c0a-adcc-18edee76d060,de8d70c0-2e81-4074-90a4-1dfbab8850b8,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
9d19edbc-1798-4784-a8d8-c0be0b690e19,de8d70c0-2e81-4074-90a4-1dfbab8850b8,afe9f798-5191-41f2-be6a-a08349a45e7f,1
310e7fa6-d766-40ef-8768-45e014deb59d,05383d69-93c5-4e1b-9bf0-b9e2932aa204,1bf91eb8-ff29-4fa5-9d48-818343977711,High
13e86b06-2594-4dea-94e2-7dddfcd0fc82,05383d69-93c5-4e1b-9bf0-b9e2932aa204,afe9f798-5191-41f2-be6a-a08349a45e7f,8
6abddd01-a1f2-42b0-a4ca-024e7ca03d4b,63196c77-05fe-49f3-8c8a-72531a4adec7,1bf91eb8-ff29-4fa5-9d48-818343977711,High
2e432a85-a528-48db-adae-57f2640a3ae7,63196c77-05fe-49f3-8c8a-72531a4adec7,afe9f798-5191-41f2-be6a-a08349a45e7f,2
fee525e3-398a-4c80-a8ff-4b064b5721ae,399b915b-bc0b-4ac1-81a8-3aedc40f6412,1bf91eb8-ff29-4fa5-9d48-818343977711,High
13358f7f-e77d-43e5-8be1-c3a046bc7028,399b915b-bc0b-4ac1-81a8-3aedc40f6412,afe9f798-5191-41f2-be6a-a08349a45e7f,5
bfa9439c-c89f-4880-bff0-367504882bf6,ddf02101-7bea-415c-bca0-be3a51c9aab4,1bf91eb8-ff29-4fa5-9d48-818343977711,High
ae29b517-c10c-4a22-8fdc-57f7418a8bad,ddf02101-7bea-415c-bca0-be3a51c9aab4,afe9f798-5191-41f2-be6a-a08349a45e7f,3
f26d49f7-9ee4-41e5-90f7-3a21a7bad63c,bc754419-4d59-4424-8bf6-a3ca984658ba,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
40c0d77a-cdcf-494d-b223-69e3c53eca77,452281c5-09c9-42c6-af5a-0742a042076e,1bf91eb8-ff29-4fa5-9d48-818343977711,High
ef901790-da87-4614-9983-57f55638c7ba,452281c5-09c9-42c6-af5a-0742a042076e,afe9f798-5191-41f2-be6a-a08349a45e7f,8
1057c28e-28c8-440b-ad36-db15d27d5fef,235b6296-4312-4fa3-a47e-3e0cbe05e9c3,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
ec3498ec-b4e1-4daa-b949-c663f184204c,235b6296-4312-4fa3-a47e-3e0cbe05e9c3,afe9f798-5191-41f2-be6a-a08349a45e7f,2
dda39604-1cf5-49be-997a-0f6507d05623,cfc53361-c3b9-4932-8043-f37ff30b257e,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
9c59ec87-2825-43c4-9927-a3c04e4489fd,b557bff4-e8c8-4c21-9e15-8f1d4d4d07ec,1bf91eb8-ff29-4fa5-9d48-818343977711,High
442c2ced-6e57-4ec6-9cc8-bb81d8acd4c6,b557bff4-e8c8-4c21-9e15-8f1d4d4d07ec,afe9f798-5191-41f2-be6a-a08349a45e7f,3
728a9c8e-9ca1-450a-b615-2507fe2635cb,3e0e7e67-6754-4341-892f-90ff7e7cf648,afe9f798-5191-41f2-be6a-a08349a45e7f,5
d36b2dd0-5948-4b0c-9900-0a120eda82da,f10ce82e-44b8-44da-a9b3-3571e8c7de1c,1bf91eb8-ff29-4fa5-9d48-818343977711,High
341a7c7b-c352-41ac-8b72-de2a004a3469,1d9b2c79-2321-4eb2-8d9e-4d0bc90a6ecf,1bf91eb8-ff29-4fa5-9d48-818343977711,High
0ffd572c-f4c8-472c-94e3-05d40e50c1a4,1d9b2c79-2321-4eb2-8d9e-4d0bc90a6ecf,afe9f798-5191-41f2-be6a-a08349a45e7f,2
0dde6d02-5c16-453d-a0ef-c9f998c8d941,43a1823c-646c-40d5-966a-3664a65e500e,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
dab4f778-6f2f-42ff-8f6c-fd16c94f5ac2,43a1823c-646c-40d5-966a-3664a65e500e,afe9f798-5191-41f2-be6a-a08349a45e7f,3
6720594a-92cd-4063-a290-765e413563d7,5956d66d-cd8b-472c-93cc-dccdb1aa10f3,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
9ea0d04a-d984-4df9-ac08-46fce03b5b56,5956d66d-cd8b-472c-93cc-dccdb1aa10f3,afe9f798-5191-41f2-be6a-a08349a45e7f,2
37860bc2-dcf9-4872-9019-4e3e06c3a1cd,7dc1bb84-cde0-492c-a754-690049302d2c,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
78216284-c51c-448c-9ca4-c02d1c7dc12d,7dc1bb84-cde0-492c-a754-690049302d2c,afe9f798-5191-41f2-be6a-a08349a45e7f,2
1f043380-f157-4d59-9820-4eeca849665b,38a7d673-b700-4af4-a635-779b51af6246,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
91448997-fd38-4914-a8ac-86ea5bce5857,8c4b6a41-c2d0-48d1-a71b-9a59786cac85,1bf91eb8-ff29-4fa5-9d48-818343977711,High
74892366-75ac-4d6d-afd6-372c50ed661c,8ebb09e2-73d5-4bd1-a44e-eeebe52b4386,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
521ce161-69c6-41f8-9b31-cb0bcba8da78,8ebb09e2-73d5-4bd1-a44e-eeebe52b4386,afe9f798-5191-41f2-be6a-a08349a45e7f,2
7ea34de1-8528-4930-b430-fc6397b85860,12b6ec0f-492c-4c9a-b0fb-8a92e9e1f18b,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
f88eeb6c-ca87-47d7-a521-9f03d7b7bcf7,12b6ec0f-492c-4c9a-b0fb-8a92e9e1f18b,afe9f798-5191-41f2-be6a-a08349a45e7f,1
49bbf6f5-3100-430b-a08d-67cd66de4955,55550295-13cc-4040-84fb-4ea178206547,1bf91eb8-ff29-4fa5-9d48-818343977711,High
b52950b0-7176-4be4-a8c8-11de5a9e23b9,55550295-13cc-4040-84fb-4ea178206547,afe9f798-5191-41f2-be6a-a08349a45e7f,1
d2caf6e0-8231-420a-984f-e49755bc02a2,a946e462-0848-4102-9a3d-6b11434c6946,afe9f798-5191-41f2-be6a-a08349a45e7f,5
343d728b-0780-4ce2-9437-a31076685639,28cdd558-ef9b-4491-abaf-31d25cf16105,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
b14399b1-f5c9-4341-98dc-c667a3bc54a0,21eea91a-e0b5-409f-a191-6d83617d73c5,afe9f798-5191-41f2-be6a-a08349a45e7f,5
4769d1bd-37e1-42dd-af85-d24c40a81afc,2393e191-fe2f-496d-9645-00c023b4fee2,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
a7037576-5768-4568-aa56-4e520626da81,2393e191-fe2f-496d-9645-00c023b4fee2,afe9f798-5191-41f2-be6a-a08349a45e7f,1
ebcb863d-aad5-400e-be4f-0b08f20a0be6,2c0866fb-e509-49e0-8845-1e42d96ffd7a,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
a9d3002e-b1e2-44c6-84ec-e35840c0724c,2c0866fb-e509-49e0-8845-1e42d96ffd7a,afe9f798-5191-41f2-be6a-a08349a45e7f,3
f8c151d7-b248-47a1-a4e6-2bc55661c8ac,5db6e0bb-c41c-4a65-80a3-81412f300398,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
c060e469-4a6e-4735-992f-9a9dcd288e5d,5db6e0bb-c41c-4a65-80a3-81412f300398,afe9f798-5191-41f2-be6a-a08349a45e7f,5
ed983c83-e36b-4d69-9f51-c9491048bf5d,b7c9d3ee-741e-412e-af43-4e107e1c9993,1bf91eb8-ff29-4fa5-9d48-818343977711,High
08359d1b-3419-4cd3-b562-4e71b21b5e96,b7c9d3ee-741e-412e-af43-4e107e1c9993,afe9f798-5191-41f2-be6a-a08349a45e7f,5
c2ee13bc-3683-46ae-95c6-b9cd9ea2ad2b,30eeafc1-6f88-46f7-9079-1ec4ac99efcb,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
6fee388b-c171-40e8-8668-05afd47500d1,30eeafc1-6f88-46f7-9079-1ec4ac99efcb,afe9f798-5191-41f2-be6a-a08349a45e7f,3
436ebc3c-966a-42d5-ab0d-3c8b2a26de0e,0113d314-0fcb-404b-ab00-c2741b8ae374,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
0fe330c9-73d8-429e-a054-37ac13e00c32,0113d314-0fcb-404b-ab00-c2741b8ae374,afe9f798-5191-41f2-be6a-a08349a45e7f,2
eeab4e3c-cdb9-4b47-b7b3-aae9888f4955,aeb649f3-e8eb-4bca-ab1f-2d7f41b86c4e,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
4fd53615-416b-493f-8240-45db0e4f58af,aeb649f3-e8eb-4bca-ab1f-2d7f41b86c4e,afe9f798-5191-41f2-be6a-a08349a45e7f,8
9151b566-d113-4dfe-aca7-ffa97d09cd17,98b77af4-15fc-4496-ac60-fcd5afb40872,afe9f798-5191-41f2-be6a-a08349a45e7f,3
eeb9778f-b52e-4375-9e91-d17edbe5ded1,e366a95e-1b34-46ad-a0b4-e151d673b116,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
ae1af962-c60e-4027-9999-eeab078e985d,e366a95e-1b34-46ad-a0b4-e151d673b116,afe9f798-5191-41f2-be6a-a08349a45e7f,2
76b40db2-a760-4810-8086-937bcc27292e,dfdb40fb-865a-4446-a77a-0456977f38ab,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
7e50c4a3-98dc-49a2-ae6b-9ca6153bfb8f,50cb87d0-ec0a-4f33-94c6-acd6dd1a7240,1bf91eb8-ff29-4fa5-9d48-818343977711,High
b01bb678-45e0-4a6f-b028-9a46365c1cb3,647837b9-962c-4b4d-8933-3f8fbdac73eb,1bf91eb8-ff29-4fa5-9d48-818343977711,High
c560c0bc-5c5d-4714-9d30-3514238447b4,647837b9-962c-4b4d-8933-3f8fbdac73eb,afe9f798-5191-41f2-be6a-a08349a45e7f,1
833babc8-ad69-47f8-a08e-810300b34f1b,0b49c631-7a95-4773-b7dd-555fa641411c,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
bf21e4b6-3735-4877-b4ab-78122fd6a594,e33f72f4-cfbf-4df8-8c16-dfe40d6b2890,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
97d2661b-8438-4477-a749-4594b179c066,33184ffb-ccf0-486f-b66d-5dd1de92ff57,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
82c043d7-48e9-4898-b6b5-cd974aaf81a4,33184ffb-ccf0-486f-b66d-5dd1de92ff57,afe9f798-5191-41f2-be6a-a08349a45e7f,3
fb206540-6c0b-4501-a46e-5c6f20fb0f6c,54609026-d8af-476f-bed6-5315f25f53f6,1bf91eb8-ff29-4fa5-9d48-818343977711,High
5be79875-d39d-4964-b543-c424ab7133f3,54609026-d8af-476f-bed6-5315f25f53f6,afe9f798-5191-41f2-be6a-a08349a45e7f,3
a86b41a6-a8b2-4970-a7f6-581cfd28efaf,ab43dee0-0804-47ec-a94e-1fc1a0ef71ed,afe9f798-5191-41f2-be6a-a08349a45e7f,3
23d7b608-7c3e-47fd-8021-4b4175273f19,875cfdfb-56dc-41f4-b5a4-fa4ca299c714,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
d577da10-6741-4bb3-9a5d-cf7fce584baf,875cfdfb-56dc-41f4-b5a4-fa4ca299c714,afe9f798-5191-41f2-be6a-a08349a45e7f,1
f9bcfe2b-7cac-4b67-b357-0e36d9fbe270,73aae809-783a-4c3b-a54d-ea0aa906cc13,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
5aec5fd3-2d58-4708-ba7d-f71ad4738636,73aae809-783a-4c3b-a54d-ea0aa906cc13,afe9f798-5191-41f2-be6a-a08349a45e7f,5
5af46a8d-e210-4cbd-861d-c4226967bc35,ad0e9b2a-e55f-4fea-b10c-88d39e94f46c,1bf91eb8-ff29-4fa5-9d48-818343977711,High
4062d971-82b1-4b5e-9972-3a4b7b60b272,ad0e9b2a-e55f-4fea-b10c-88d39e94f46c,afe9f798-5191-41f2-be6a-a08349a45e7f,5
93e62676-e0c8-4259-90f2-1102eafaa800,d6bc7489-8c2b-4e06-a9a1-34afa116cd42,afe9f798-5191-41f2-be6a-a08349a45e7f,3
cf8b9500-c53a-4bdd-b622-f795c50cc816,f326c54a-fbc0-4f53-9431-1d1df057fa9e,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
53832eef-944b-4533-8176-787e65103784,f326c54a-fbc0-4f53-9431-1d1df057fa9e,afe9f798-5191-41f2-be6a-a08349a45e7f,1
6f4a0693-115d-4155-967d-cddbee8c086b,7715e481-d11b-4892-a6b5-44492f54924f,1bf91eb8-ff29-4fa5-9d48-818343977711,High
b5ae7caf-a543-432d-8c3f-877c27736d88,7715e481-d11b-4892-a6b5-44492f54924f,afe9f798-5191-41f2-be6a-a08349a45e7f,1
6e5ff0fa-70c4-4317-9e19-c56f2a34659c,b9c67fa0-2d2c-4e5e-be84-0fdc415f4e9b,1bf91eb8-ff29-4fa5-9d48-818343977711,High
231ad614-0a34-41e2-907d-afb650f784cb,e3c5ea81-1d3b-4fd9-bd36-d02536c1b48a,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
774bf0c2-0523-4f24-beaa-4f19ff5712eb,e3c5ea81-1d3b-4fd9-bd36-d02536c1b48a,afe9f798-5191-41f2-be6a-a08349a45e7f,2
1e2efbe1-6c61-4f4c-9b2f-7701d870ccb5,5e77b219-de07-4150-85b2-246ddc39738c,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
b1ed6494-673e-49bc-a6db-f5a6ba166060,5e77b219-de07-4150-85b2-246ddc39738c,afe9f798-5191-41f2-be6a-a08349a45e7f,1
aa9fecbb-832a-4b8e-86ee-dc681fb3299f,df7deaa7-0071-4cb3-bece-97100c414804,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
ba5ef70a-4096-4b8b-9471-0f00b045d1d9,df7deaa7-0071-4cb3-bece-97100c414804,afe9f798-5191-41f2-be6a-a08349a45e7f,8
205619cd-fa11-4af9-ace1-d5837b62301a,d7a22191-bdaf-44bc-a110-ae761d4e181b,afe9f798-5191-41f2-be6a-a08349a45e7f,1
00eccb5a-1e78-4c96-8854-08bcd9213735,54f87ec0-6c27-4fbc-b9a2-a8f372259ef6,afe9f798-5191-41f2-be6a-a08349a45e7f,3
a6df1eda-a0c7-4ef2-ba29-2839898e0d92,f3a055c0-ed23-4451-8614-8391d783bf37,afe9f798-5191-41f2-be6a-a08349a45e7f,1
694cb094-8630-4dbb-a9af-3514f05fcd97,3a56b12a-2556-4140-a116-983f89d61e03,afe9f798-5191-41f2-be6a-a08349a45e7f,1
1a28dd80-12f3-47da-80d5-e0ba452410e4,e9a3e1f4-4584-4832-aca2-b4e2d454ef52,afe9f798-5191-41f2-be6a-a08349a45e7f,8
82c587f5-ffe1-4f39-8a9a-a0f12f082ab9,4b4c6fe9-4886-4ffd-9a84-8c3d597da562,afe9f798-5191-41f2-be6a-a08349a45e7f,3
1804cf0b-3cef-4d40-a28f-562af19880e1,e4e5003e-987b-4592-9743-68ce090d827c,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
33de9146-c65d-4511-96cd-ca2c48c7062a,e4e5003e-987b-4592-9743-68ce090d827c,afe9f798-5191-41f2-be6a-a08349a45e7f,8
c585caf0-b5fa-44c0-80b8-5c209d88f36c,8fa35432-cf3a-4924-83c9-528006170222,1bf91eb8-ff29-4fa5-9d48-818343977711,High
18436163-0c63-402f-8ef1-45628fb60463,8fa35432-cf3a-4924-83c9-528006170222,afe9f798-5191-41f2-be6a-a08349a45e7f,5
a2ac755a-fc20-4949-85e0-33d314f9ab91,ebb84418-d3b5-4556-a936-827d11aa5b78,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
3adb1365-cf54-4929-9798-b28167a006f3,ebb84418-d3b5-4556-a936-827d11aa5b78,afe9f798-5191-41f2-be6a-a08349a45e7f,3
42d84882-2261-46cd-b97e-e73908e5a893,11970da9-498d-4f61-b3cf-0cd2b428a43c,afe9f798-5191-41f2-be6a-a08349a45e7f,2
a71228c1-2c10-4eec-b3ab-a4921646d683,e6b0b173-efe2-4eab-b013-8b737907b198,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
c5c9193b-5b41-4b37-9d9f-350209468227,e6b0b173-efe2-4eab-b013-8b737907b198,afe9f798-5191-41f2-be6a-a08349a45e7f,1
cbb8301d-255f-47cc-b489-d5e23dc8101e,62b3a0da-7509-4044-9fc7-22ae97d398db,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
d88e6723-6ce0-407c-b88a-5759ed69a2fa,62b3a0da-7509-4044-9fc7-22ae97d398db,afe9f798-5191-41f2-be6a-a08349a45e7f,2
8a2e522b-c8cb-4a52-a72f-3dc40460398d,e5be1b49-be2a-4c37-83f3-0a733f7be657,1bf91eb8-ff29-4fa5-9d48-818343977711,High
a4ca3d1b-eea1-49f7-9bcf-5d6387906dc9,e5be1b49-be2a-4c37-83f3-0a733f7be657,afe9f798-5191-41f2-be6a-a08349a45e7f,1
5f641573-af49-4a33-8fbe-bc91b668c68a,c816bea9-fcac-4a5f-82b1-8c09306aa903,1bf91eb8-ff29-4fa5-9d48-818343977711,High
3a3e4312-223d-454b-80bb-8ba6c585b054,c816bea9-fcac-4a5f-82b1-8c09306aa903,afe9f798-5191-41f2-be6a-a08349a45e7f,1
5215c646-d35a-4868-8131-49b6957ebea9,65418df9-fec0-4193-be17-8896a66d11d0,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
4de8a1a1-7169-4069-b96b-8496bd0ab795,e7731db5-5e05-4bef-84e7-119502438978,afe9f798-5191-41f2-be6a-a08349a45e7f,8
c9d937da-3d5e-4044-91ce-12158f90ed3e,debc44e6-bba1-479b-8d36-88e31772385f,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
3fbec8ef-08b8-4ffa-b16f-b2a8763969f3,debc44e6-bba1-479b-8d36-88e31772385f,afe9f798-5191-41f2-be6a-a08349a45e7f,1
d2e9686e-275a-4a1a-a6f3-7a199056e9d4,5ef4f657-3b95-426a-87c8-999f134c1371,afe9f798-5191-41f2-be6a-a08349a45e7f,1
507d2cc4-c1ad-450e-a6a2-d7cbe8d7e334,016b3954-0943-4534-b469-8bb67f10f0b5,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
fd010f9e-933c-41db-9416-b920e112872c,016b3954-0943-4534-b469-8bb67f10f0b5,afe9f798-5191-41f2-be6a-a08349a45e7f,5
1a378127-73d3-461b-a12e-60404a64c46a,cd04aa4c-abe0-4b65-8478-6831c70d4d6b,1bf91eb8-ff29-4fa5-9d48-818343977711,High
297da50a-40b8-4b59-a352-4d82bdd68f5f,cd04aa4c-abe0-4b65-8478-6831c70d4d6b,afe9f798-5191-41f2-be6a-a08349a45e7f,5
675cbfe9-3c72-4422-8d24-92e7634ebd6b,487c53ac-9819-45d2-87b1-c1ba77c17777,1bf91eb8-ff29-4fa5-9d48-818343977711,High
8dcc7ca0-51f3-4a7e-b5eb-08ef295c9dd5,487c53ac-9819-45d2-87b1-c1ba77c17777,afe9f798-5191-41f2-be6a-a08349a45e7f,3
b2afc317-bfe1-4fc8-90cf-a6b7c43717cd,a42fce27-827c-4a4f-bda2-961bd1c68cc0,afe9f798-5191-41f2-be6a-a08349a45e7f,1
64c49d28-85a7-4332-8c78-a4bacbe09a1a,cd4769d6-2648-4230-af51-3711cd1a42dc,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
2239f052-5143-4c07-b6c0-bab785d05670,cd4769d6-2648-4230-af51-3711cd1a42dc,afe9f798-5191-41f2-be6a-a08349a45e7f,2
56ebfb9c-163d-4f15-9b2a-5b54f1bbec42,f20e5a11-9ad2-4e46-88ce-20c57529b6ba,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
d7edc1c6-dcde-4cbb-8250-dcaf734c0b78,f20e5a11-9ad2-4e46-88ce-20c57529b6ba,afe9f798-5191-41f2-be6a-a08349a45e7f,3
7905c728-34b6-476c-b9bc-77977a8193fd,733a09b0-ff01-4d13-a8b1-40b244de69c4,afe9f798-5191-41f2-be6a-a08349a45e7f,3
128412da-628a-4001-bfa9-254b7c4191b9,64751794-ceee-4151-86cb-2166b0a8c59c,afe9f798-5191-41f2-be6a-a08349a45e7f,3
39a1e6b6-6ad7-4b9e-bff4-33c7bd4dd4a0,c94734b2-9a7c-49ec-9489-a3bd233d22d6,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
235a5355-2e03-4198-9753-1bb6eaa7a812,c94734b2-9a7c-49ec-9489-a3bd233d22d6,afe9f798-5191-41f2-be6a-a08349a45e7f,3
42914ee9-db0f-46e6-9764-c4c92f1a7b07,a881daf5-b526-4858-b335-a97e01f8336b,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
d467c479-d899-4e10-9ee9-e062495f5fdd,7eff3186-8816-45ad-8030-ad6448c85b6f,1bf91eb8-ff29-4fa5-9d48-818343977711,High
10c11042-7904-4c79-b607-9d19f34d6a35,4f9db99a-1984-4f30-b004-08a39b19a9c1,afe9f798-5191-41f2-be6a-a08349a45e7f,8
6162140f-e273-4d1f-8ab8-6751a32253f0,d51410a6-88e7-4a07-8c32-65622fb9298d,1bf91eb8-ff29-4fa5-9d48-818343977711,Medium
785a507f-4c01-4714-8467-f6afeb640d49,d51410a6-88e7-4a07-8c32-65622fb9298d,afe9f798-5191-41f2-be6a-a08349a45e7f,3
7e773629-2532-4fc7-ab2a-e5a2a6833343,52607d23-6bf7-45a0-8025-78299f96ecb5,1bf91eb8-ff29-4fa5-9d48-818343977711,Low
1a93a1f1-7bab-4f45-af6a-ecce54336a4d,52607d23-6bf7-45a0-8025-78299f96ecb5,afe9f798-5191-41f2-be6a-a08349a45e7f,1
f403c3de-cf26-480c-8e7e-2bf8fb3663b9,eaf53fa5-0142-4c02-a1b3-bb21254719bb,1bf91eb8-ff29-4fa5-9d48-818343977711,High
f930cfbc-0db7-46b2-8fa8-7c47063a27ea,eaf53fa5-0142-4c02-a1b3-bb21254719bb,afe9f798-5191-41f2-be6a-a08349a45e7f,1
5f452b6c-4985-4e4f-8d9c-a1582a65945f,1ff4cfe6-3d1d-4d33-be91-12c1130197a9,1bf91eb8-ff29-4fa5-9d48-818343977711,High
debf2421-3caa-47f2-9473-316d4175a8b0,1ff4cfe6-3d1d-4d33-be91-12c1130197a9,afe9f798-5191-41f2-be6a-a08349a45e7f,2
